id,time,x1,y1,z1,,,,,,,x2,y2,z2,,,,,,,x3,y3,z3,,,,,,,x4,y4,z4,,,,,,
466,3.883333,1.848501,1.607254,-0.751247,1.812344,1.506406,-0.761571,2.448438,1.842128,0.564142,-0.79264,1.550742,-0.280082,-0.869333,1.49793,-0.311766,1.035327,2.584896,1.726958,1.108109,2.54856,1.712928,1.031155,2.585176,1.836004,2.45241,1.764487,0.542178,2.386356,1.829136,0.689702,1.718154,1.636849,-0.83791,-0.923616,1.497596,-0.192923
467,3.891667,1.85405,1.606762,-0.744021,1.818341,1.505859,-0.754589,2.44747,1.842068,0.571453,-0.792513,1.55152,-0.27773,-0.869424,1.498512,-0.308626,1.032108,2.584855,1.732523,1.104674,2.548343,1.717857,1.028878,2.584994,1.841627,2.452309,1.764541,0.549414,2.38514,1.828341,0.696779,1.723607,1.636102,-0.830658,-0.922966,1.498442,-0.189572
468,3.9,1.859565,1.606412,-0.73673,1.824096,1.50538,-0.747548,2.446038,1.842003,0.578775,-0.792665,1.552987,-0.275234,-0.869354,1.499293,-0.305729,1.029162,2.584578,1.737748,1.101612,2.547924,1.722449,1.026888,2.584884,1.846951,2.452135,1.76451,0.556586,2.383471,1.827166,0.703829,1.72912,1.635503,-0.823548,-0.922149,1.499068,-0.186302
469,3.908333,1.864997,1.606085,-0.729375,1.829756,1.505066,-0.740159,2.444834,1.841858,0.586303,-0.793148,1.554733,-0.272857,-0.869297,1.500524,-0.302803,1.026706,2.584144,1.742615,1.09891,2.54725,1.72702,1.025105,2.584859,1.851763,2.452053,1.764478,0.563842,2.381405,1.825649,0.710809,1.734706,1.63492,-0.81645,-0.921446,1.499278,-0.183202
470,3.916667,1.87043,1.605882,-0.722047,1.835204,1.504814,-0.732853,2.443545,1.841601,0.594094,-0.793563,1.557207,-0.270279,-0.8692,1.501837,-0.300046,1.024598,2.583546,1.746895,1.096689,2.546343,1.731312,1.023404,2.58501,1.856009,2.451829,1.764505,0.571219,2.378905,1.823868,0.717854,1.740269,1.634583,-0.809398,-0.920327,1.499374,-0.179989
471,3.925,1.875723,1.605832,-0.714684,1.840626,1.504831,-0.725392,2.442276,1.841249,0.602145,-0.794083,1.559712,-0.267692,-0.869062,1.503413,-0.297493,1.022975,2.582854,1.750426,1.094973,2.545352,1.735245,1.021598,2.585307,1.859651,2.451745,1.764305,0.578697,2.375997,1.821733,0.724682,1.745736,1.634329,-0.802368,-0.919453,1.499408,-0.177136
472,3.933333,1.880918,1.606096,-0.707368,1.845703,1.505031,-0.717641,2.440836,1.840744,0.610258,-0.794633,1.562191,-0.26502,-0.868812,1.505198,-0.294992,1.02171,2.58219,1.753474,1.09383,2.544366,1.738641,1.019806,2.585787,1.862646,2.451653,1.764159,0.586262,2.372786,1.819364,0.731428,1.751147,1.634254,-0.795331,-0.918782,1.499501,-0.174444
473,3.941667,1.885905,1.60662,-0.700017,1.851005,1.505471,-0.710104,2.439433,1.840148,0.618244,-0.795078,1.564658,-0.262424,-0.868692,1.507038,-0.292539,1.02073,2.581603,1.756076,1.092711,2.543236,1.742305,1.017937,2.586427,1.865158,2.451605,1.763769,0.593922,2.369331,1.816821,0.738069,1.756216,1.634273,-0.788437,-0.918051,1.499823,-0.171926
474,3.95,1.890733,1.607555,-0.692655,1.856411,1.506176,-0.702864,2.437985,1.839324,0.626394,-0.795239,1.566884,-0.259866,-0.868562,1.508876,-0.290313,1.019893,2.581132,1.758359,1.091866,2.542393,1.745711,1.015953,2.58721,1.8674,2.451643,1.763344,0.601663,2.365636,1.81407,0.74446,1.761235,1.634417,-0.781484,-0.917552,1.500296,-0.169551
475,3.958333,1.895375,1.608817,-0.685397,1.861593,1.507161,-0.69523,2.436521,1.838363,0.634567,-0.795299,1.568915,-0.257323,-0.868386,1.510706,-0.288012,1.019209,2.580839,1.760813,1.091126,2.541804,1.749235,1.014032,2.588132,1.869493,2.451665,1.762745,0.609502,2.361888,1.81128,0.750739,1.765893,1.634682,-0.774534,-0.917184,1.501204,-0.167344
476,3.966667,1.899881,1.610311,-0.678124,1.866799,1.508349,-0.687813,2.434807,1.837468,0.642383,-0.795214,1.570724,-0.25484,-0.867988,1.512546,-0.285807,1.018325,2.58073,1.763258,1.090279,2.541445,1.752868,1.012112,2.589088,1.871791,2.451545,1.7622,0.61715,2.358188,1.808493,0.756857,1.770441,1.63505,-0.767587,-0.917024,1.502396,-0.165078
477,3.975,1.904141,1.612022,-0.67085,1.871465,1.509832,-0.67979,2.432884,1.836426,0.649894,-0.795106,1.572559,-0.252242,-0.867798,1.514303,-0.283493,1.017265,2.580935,1.765889,1.089208,2.541387,1.756329,1.010391,2.59023,1.874438,2.451081,1.76153,0.624649,2.354755,1.805718,0.762902,1.774778,1.635581,-0.760679,-0.916891,1.503715,-0.163002
478,3.983333,1.908316,1.613876,-0.663633,1.87653,1.511413,-0.672456,2.430514,1.835294,0.657116,-0.794845,1.574528,-0.249749,-0.867319,1.516258,-0.281451,1.015937,2.581429,1.769174,1.08773,2.541582,1.759959,1.008877,2.591451,1.877509,2.450308,1.760836,0.63173,2.351614,1.803004,0.769047,1.778976,1.636114,-0.753827,-0.916753,1.505092,-0.161189
479,3.991667,1.912245,1.615888,-0.65628,1.881248,1.513059,-0.664891,2.428004,1.834166,0.66383,-0.794728,1.576893,-0.247158,-0.866832,1.518477,-0.279657,1.014448,2.582309,1.772785,1.086029,2.542131,1.763626,1.007546,2.592831,1.881167,2.449087,1.760066,0.638549,2.348813,1.800358,0.775219,1.782972,1.636782,-0.746992,-0.916637,1.506265,-0.159528
480,4,1.915987,1.617959,-0.648988,1.885718,1.515035,-0.657036,2.425201,1.833016,0.670341,-0.794774,1.579454,-0.244705,-0.866323,1.520756,-0.277874,1.012799,2.583593,1.776843,1.084093,2.542832,1.767328,1.006622,2.594414,1.885211,2.447407,1.759363,0.645058,2.346385,1.797921,0.78165,1.786982,1.637556,-0.740295,-0.916527,1.507234,-0.158092
481,4.008333,1.919581,1.620207,-0.641661,1.8899,1.516836,-0.649421,2.422259,1.831802,0.676616,-0.794764,1.582121,-0.242233,-0.865799,1.522861,-0.276152,1.010934,2.585062,1.780913,1.081974,2.543883,1.771066,1.005937,2.596206,1.889502,2.445415,1.758432,0.651274,2.344238,1.795656,0.788112,1.790788,1.638386,-0.73363,-0.916313,1.508131,-0.156771
482,4.016667,1.923083,1.622457,-0.634422,1.894179,1.518986,-0.64164,2.419126,1.830494,0.682738,-0.794976,1.584944,-0.240133,-0.865148,1.525228,-0.274916,1.009213,2.586752,1.785199,1.079758,2.544756,1.774799,1.005358,2.598198,1.893673,2.443123,1.757411,0.657359,2.342306,1.793592,0.79466,1.794592,1.639337,-0.726972,-0.915962,1.508849,-0.155618
483,4.025,1.926535,1.624817,-0.627274,1.898159,1.52116,-0.633832,2.415985,1.829138,0.688666,-0.795419,1.587855,-0.238503,-0.864688,1.527503,-0.2737,1.007644,2.588601,1.789472,1.07745,2.545669,1.778366,1.005141,2.600627,1.897817,2.44058,1.756331,0.663362,2.340433,1.79174,0.801371,1.798204,1.640275,-0.720273,-0.91547,1.509578,-0.154427
484,4.033333,1.92984,1.627273,-0.619977,1.902158,1.523415,-0.625732,2.412846,1.82778,0.694585,-0.795319,1.590624,-0.236445,-0.864035,1.529936,-0.272574,1.006293,2.590533,1.7934,1.075289,2.546341,1.781852,1.004888,2.603154,1.901644,2.437912,1.754975,0.669524,2.338457,1.790041,0.808004,1.801502,1.641283,-0.713364,-0.915201,1.510587,-0.153766
485,4.041667,1.933052,1.62966,-0.61248,1.906025,1.525594,-0.617687,2.409894,1.826191,0.70084,-0.795374,1.593765,-0.234779,-0.863375,1.53296,-0.271838,1.005008,2.592229,1.796851,1.073379,2.547062,1.785231,1.004615,2.605742,1.90506,2.435376,1.753594,0.675973,2.336115,1.788511,0.814646,1.805176,1.642338,-0.706341,-0.914916,1.511759,-0.153379
486,4.05,1.936198,1.631934,-0.604649,1.909865,1.5277,-0.609545,2.407177,1.824744,0.70736,-0.795813,1.597478,-0.233355,-0.862437,1.536216,-0.270832,1.003915,2.59384,1.799916,1.071475,2.547432,1.788534,1.004291,2.608609,1.907987,2.43316,1.752127,0.682872,2.3334,1.787081,0.821186,1.80838,1.643387,-0.699081,-0.914486,1.513257,-0.15318
487,4.058333,1.939221,1.634197,-0.596317,1.913647,1.529755,-0.601182,2.404827,1.823256,0.714424,-0.796004,1.601273,-0.231741,-0.862096,1.539796,-0.270405,1.002964,2.595148,1.802573,1.069784,2.54755,1.791665,1.003857,2.611471,1.910468,2.431216,1.7507,0.690168,2.330328,1.785663,0.827696,1.811848,1.644567,-0.69138,-0.91409,1.514976,-0.153119
488,4.066667,1.942049,1.636204,-0.58763,1.917384,1.531512,-0.593127,2.40266,1.821937,0.721717,-0.79628,1.605524,-0.230435,-0.861534,1.543406,-0.269958,1.001997,2.596289,1.805036,1.068142,2.547565,1.794797,1.003178,2.61412,1.912631,2.429389,1.749426,0.697763,2.326957,1.784196,0.834144,1.815221,1.645893,-0.683459,-0.913681,1.517014,-0.15318
489,4.075,1.944832,1.638202,-0.578581,1.920952,1.533414,-0.584538,2.400665,1.820702,0.729206,-0.796722,1.609952,-0.229341,-0.860973,1.547421,-0.269626,1.001037,2.59723,1.80745,1.066427,2.547466,1.797971,1.002464,2.616619,1.914808,2.427675,1.748254,0.70554,2.323395,1.782653,0.840599,1.819003,1.647362,-0.675366,-0.913268,1.519432,-0.153251
490,4.083333,1.947616,1.64009,-0.569237,1.924488,1.535178,-0.576153,2.39874,1.819618,0.736793,-0.797247,1.614663,-0.228395,-0.860295,1.551254,-0.269275,0.999853,2.598094,1.809994,1.064701,2.547451,1.801428,1.001534,2.618857,1.917089,2.42588,1.747306,0.713109,2.320059,1.781237,0.847068,1.822329,1.648914,-0.667051,-0.912876,1.522187,-0.153379
491,4.091667,1.950357,1.641946,-0.560001,1.928073,1.53684,-0.567985,2.396494,1.818683,0.743904,-0.797827,1.619552,-0.22768,-0.859682,1.555415,-0.269083,0.998401,2.599,1.812791,1.062612,2.547467,1.804689,1.000476,2.62083,1.919693,2.423875,1.746363,0.720349,2.317208,1.780137,0.853606,1.825948,1.650663,-0.658813,-0.91247,1.525273,-0.153552
492,4.1,1.953017,1.643919,-0.550931,1.931514,1.538784,-0.559982,2.39391,1.81769,0.750235,-0.798313,1.624556,-0.227264,-0.859119,1.559549,-0.268938,0.996623,2.599918,1.81607,1.060118,2.54755,1.808025,0.999407,2.622602,1.922697,2.421278,1.745422,0.726748,2.315105,1.779269,0.860429,1.829675,1.652627,-0.650666,-0.912026,1.528742,-0.153675
493,4.108333,1.955777,1.64603,-0.542021,1.935091,1.540766,-0.552422,2.390721,1.816674,0.755626,-0.798757,1.629524,-0.227093,-0.85852,1.563794,-0.268938,0.994391,2.600925,1.819624,1.057143,2.54765,1.811456,0.998182,2.624181,1.926163,2.417984,1.744235,0.732377,2.313588,1.779032,0.867208,1.832732,1.654902,-0.642874,-0.911565,1.532611,-0.153814
494,4.116667,1.958466,1.648385,-0.533514,1.938679,1.543164,-0.545394,2.386938,1.815565,0.760109,-0.799012,1.634719,-0.227056,-0.857832,1.568234,-0.268997,0.991686,2.602015,1.823522,1.053603,2.547847,1.814917,0.996851,2.625463,1.930007,2.414109,1.742944,0.73728,2.312748,1.779052,0.874134,1.835999,1.657504,-0.635152,-0.911204,1.536665,-0.15412
495,4.125,1.961127,1.651209,-0.525554,1.94241,1.545886,-0.53864,2.382906,1.814296,0.764183,-0.799064,1.63982,-0.22663,-0.857058,1.573072,-0.269195,0.98848,2.603058,1.827852,1.049506,2.547972,1.81837,0.995421,2.626487,1.934154,2.409832,1.7414,0.741813,2.3122,1.779521,0.880854,1.839192,1.660305,-0.627745,-0.910892,1.540982,-0.154562
496,4.133333,1.963757,1.654534,-0.5181,1.946234,1.549135,-0.532338,2.378813,1.812849,0.767991,-0.798882,1.645147,-0.226375,-0.856277,1.578056,-0.269392,0.984724,2.603907,1.832428,1.044948,2.547977,1.822016,0.993835,2.627256,1.938548,2.405493,1.739604,0.746419,2.311492,1.780213,0.887238,1.842036,1.66313,-0.62072,-0.91067,1.545518,-0.155025
497,4.141667,1.966443,1.658332,-0.511323,1.9502,1.552793,-0.525999,2.374531,1.811157,0.771622,-0.798442,1.650466,-0.226267,-0.855253,1.583048,-0.269583,0.980538,2.604649,1.837019,1.039694,2.54784,1.825451,0.992102,2.627863,1.943023,2.401192,1.737512,0.751315,2.310405,1.781146,0.893284,1.844802,1.666055,-0.614108,-0.910393,1.550397,-0.155634
498,4.15,1.969226,1.662666,-0.505191,1.954374,1.5568,-0.520014,2.37028,1.809209,0.775386,-0.798045,1.655858,-0.226171,-0.854206,1.588048,-0.269832,0.975854,2.605051,1.841735,1.033958,2.547496,1.828727,0.990239,2.628069,1.94741,2.397065,1.735392,0.756525,2.308689,1.782161,0.899031,1.847523,1.668779,-0.607924,-0.910114,1.555698,-0.156207
499,4.158333,1.972076,1.667253,-0.499515,1.958611,1.561221,-0.513864,2.366067,1.807271,0.779356,-0.797679,1.661697,-0.226201,-0.852957,1.593174,-0.269919,0.970717,2.605082,1.846326,1.02773,2.54677,1.83188,0.988094,2.627945,1.951603,2.393249,1.733255,0.762141,2.306383,1.783001,0.904566,1.850264,1.671419,-0.602143,-0.909747,1.561199,-0.156768
500,4.166667,1.975164,1.671986,-0.494163,1.962884,1.565706,-0.507691,2.361837,1.80551,0.783631,-0.797676,1.668187,-0.22617,-0.851396,1.598558,-0.270081,0.965182,2.60472,1.850772,1.021027,2.545757,1.83486,0.985679,2.627541,1.955408,2.389543,1.73131,0.767865,2.303669,1.783648,0.909949,1.85323,1.674136,-0.596545,-0.909361,1.566786,-0.157358
501,4.175,1.978387,1.67664,-0.488971,1.967145,1.570038,-0.50154,2.357642,1.803933,0.788105,-0.798133,1.675553,-0.22597,-0.849507,1.604463,-0.270437,0.95942,2.603923,1.854921,1.014164,2.54428,1.837716,0.982859,2.626887,1.958986,2.386032,1.729694,0.773602,2.300668,1.784093,0.915323,1.856245,1.676482,-0.591257,-0.908672,1.571672,-0.158455
502,4.183333,1.981908,1.680937,-0.483898,1.971395,1.574104,-0.495299,2.353346,1.802458,0.792655,-0.799626,1.684163,-0.225419,-0.847766,1.611373,-0.270607,0.953495,2.602767,1.858776,1.007361,2.542715,1.840379,0.979807,2.625898,1.962086,2.382418,1.728343,0.779324,2.297552,1.784359,0.920724,1.859624,1.678708,-0.586031,-0.907308,1.576491,-0.159733
503,4.191667,1.985711,1.684797,-0.478736,1.975654,1.577817,-0.489016,2.349159,1.801061,0.79735,-0.801893,1.693661,-0.224647,-0.846339,1.619119,-0.271043,0.947602,2.601351,1.862358,1.000696,2.541024,1.842807,0.97641,2.624561,1.965015,2.378822,1.727141,0.785005,2.294461,1.784552,0.926113,1.863238,1.681027,-0.580656,-0.905398,1.580854,-0.160881
504,4.2,1.989686,1.688237,-0.473342,1.979943,1.581111,-0.482658,2.345073,1.799849,0.802023,-0.80487,1.703684,-0.223881,-0.845254,1.627475,-0.271361,0.941702,2.599775,1.865831,0.994106,2.539253,1.845003,0.972886,2.622823,1.967754,2.375365,1.726042,0.790694,2.291167,1.784732,0.931373,1.867199,1.683233,-0.575093,-0.903113,1.584738,-0.162445
505,4.208333,1.993879,1.691089,-0.467552,1.98429,1.583862,-0.476329,2.341076,1.798808,0.806754,-0.80835,1.713772,-0.222906,-0.844515,1.636425,-0.271878,0.936019,2.598234,1.869022,0.987741,2.537542,1.846939,0.969189,2.620667,1.97042,2.372102,1.725114,0.796339,2.287665,1.784928,0.936443,1.871391,1.685409,-0.56928,-0.900255,1.588944,-0.163661
506,4.216667,1.998165,1.69347,-0.461289,1.988577,1.586226,-0.469847,2.337458,1.797959,0.811633,-0.811906,1.723911,-0.222079,-0.844045,1.645553,-0.27225,0.930684,2.596669,1.871973,0.981565,2.53581,1.848571,0.965397,2.618069,1.972962,2.369063,1.724449,0.802116,2.283891,1.785255,0.941339,1.875696,1.687601,-0.563102,-0.896779,1.592926,-0.165238
507,4.225,2.002493,1.695386,-0.454626,1.99301,1.588224,-0.463664,2.334153,1.797145,0.816523,-0.815385,1.73352,-0.221164,-0.843973,1.654611,-0.272814,0.925443,2.595057,1.874498,0.975624,2.534105,1.849865,0.961509,2.615145,1.975371,2.366432,1.723888,0.808116,2.279798,1.785569,0.94596,1.88025,1.68972,-0.556648,-0.893716,1.597707,-0.166464
508,4.233333,2.006917,1.696962,-0.447736,1.9976,1.58988,-0.457295,2.331336,1.796673,0.82159,-0.818389,1.742773,-0.220554,-0.844028,1.663149,-0.273069,0.920386,2.593321,1.876625,0.96982,2.532263,1.850828,0.957355,2.612096,1.977648,2.364271,1.723534,0.814316,2.275651,1.786051,0.95055,1.884792,1.691807,-0.549998,-0.891659,1.603886,-0.167065
509,4.241667,2.011458,1.69844,-0.440758,2.002125,1.59136,-0.451032,2.328993,1.79643,0.826811,-0.818904,1.750861,-0.221279,-0.842619,1.670307,-0.273085,0.915427,2.591258,1.87829,0.964141,2.530248,1.851548,0.952926,2.608507,1.979331,2.362286,1.72333,0.820578,2.271533,1.786776,0.955073,1.889445,1.693865,-0.543219,-0.890847,1.6114,-0.167058
510,4.25,2.016131,1.699768,-0.433809,2.006951,1.592767,-0.44492,2.32704,1.796523,0.832193,-0.818911,1.758725,-0.220988,-0.841367,1.678105,-0.273148,0.910359,2.589031,1.879452,0.958548,2.527792,1.851988,0.948005,2.604694,1.980685,2.360855,1.72339,0.827255,2.26763,1.787611,0.959611,1.894116,1.695805,-0.536346,-0.890271,1.618961,-0.167539
511,4.258333,2.020783,1.701168,-0.427055,2.011799,1.594156,-0.438859,2.325498,1.796969,0.837787,-0.817831,1.766322,-0.219778,-0.840227,1.686354,-0.272899,0.905187,2.586286,1.88028,0.952993,2.524905,1.852274,0.942724,2.600588,1.981782,2.359301,1.723729,0.833885,2.263983,1.78863,0.964303,1.898834,1.697653,-0.52958,-0.890185,1.625977,-0.16868
512,4.266667,2.025591,1.702497,-0.420345,2.016736,1.595661,-0.432738,2.324338,1.797661,0.843736,-0.816879,1.773769,-0.217715,-0.838889,1.694811,-0.272523,0.899716,2.583021,1.880967,0.947282,2.521679,1.852529,0.937125,2.596102,1.982613,2.35826,1.724419,0.840605,2.260617,1.789799,0.969178,1.903589,1.699473,-0.522882,-0.890152,1.632691,-0.169607
513,4.275,2.030407,1.703935,-0.413997,2.021747,1.597143,-0.426854,2.323456,1.798719,0.850012,-0.816687,1.781319,-0.215356,-0.837681,1.703411,-0.271986,0.894014,2.579354,1.881711,0.941544,2.518122,1.852825,0.931036,2.591153,1.983617,2.357101,1.725346,0.847458,2.257574,1.791105,0.974254,1.908391,1.701185,-0.516456,-0.890067,1.639287,-0.170461
514,4.283333,2.035289,1.705428,-0.407768,2.026796,1.598688,-0.42105,2.322974,1.799972,0.856669,-0.817226,1.789307,-0.213239,-0.836244,1.711726,-0.271206,0.888166,2.575275,1.88268,0.935707,2.514352,1.853312,0.924643,2.58568,1.984903,2.356162,1.726479,0.854424,2.254781,1.792466,0.979645,1.913303,1.702867,-0.510289,-0.890084,1.646142,-0.171839
515,4.291667,2.040218,1.707012,-0.401869,2.031882,1.60022,-0.415502,2.322775,1.801698,0.863693,-0.81822,1.797497,-0.211272,-0.834948,1.72011,-0.270166,0.882258,2.570944,1.884033,0.929702,2.510278,1.853899,0.918203,2.57943,1.986668,2.355325,1.727921,0.861573,2.252211,1.793974,0.98531,1.918276,1.704598,-0.504377,-0.890429,1.653349,-0.172167
516,4.3,2.0452,1.708629,-0.396305,2.036897,1.601881,-0.410077,2.322863,1.803634,0.87112,-0.819463,1.805622,-0.209382,-0.83409,1.728487,-0.269103,0.876354,2.566431,1.885799,0.92358,2.506068,1.854636,0.911701,2.572474,1.98881,2.354657,1.729499,0.868953,2.249991,1.795609,0.991334,1.92325,1.706322,-0.498888,-0.890818,1.660068,-0.172701
517,4.308333,2.050232,1.710229,-0.390947,2.041929,1.603545,-0.404774,2.323186,1.805722,0.878936,-0.820899,1.813624,-0.207146,-0.83325,1.736819,-0.267794,0.870407,2.561561,1.887987,0.917224,2.501488,1.855579,0.905223,2.56472,1.991222,2.354057,1.731208,0.876375,2.248153,1.79727,0.997744,1.928224,1.707943,-0.493583,-0.890845,1.666808,-0.173692
518,4.316667,2.055127,1.712019,-0.385835,2.046985,1.605228,-0.399758,2.323658,1.807869,0.886902,-0.822431,1.821318,-0.204498,-0.832469,1.745196,-0.266113,0.864236,2.556266,1.890383,0.910601,2.496324,1.856692,0.898652,2.556264,1.993852,2.353477,1.732997,0.883965,2.246564,1.798936,1.004427,1.933209,1.709617,-0.488496,-0.891669,1.673574,-0.174095
519,4.325,2.06009,1.713711,-0.380969,2.05206,1.606946,-0.394774,2.324075,1.810054,0.895183,-0.824152,1.828788,-0.201478,-0.831837,1.753285,-0.264348,0.857863,2.550244,1.892926,0.903436,2.490369,1.857938,0.891643,2.547187,1.996604,2.352916,1.73484,0.891693,2.245219,1.80059,1.011498,1.938234,1.71113,-0.483729,-0.892536,1.679929,-0.174423
520,4.333333,2.065057,1.715358,-0.376319,2.057135,1.608592,-0.390012,2.324447,1.812196,0.903696,-0.82615,1.835899,-0.198204,-0.831352,1.761275,-0.262321,0.850924,2.543174,1.895464,0.895811,2.483407,1.859449,0.8844,2.537438,1.999187,2.352333,1.736634,0.899359,2.243975,1.802108,1.018721,1.943308,1.712621,-0.479177,-0.893713,1.686195,-0.174855
521,4.341667,2.070041,1.717004,-0.371747,2.062191,1.610157,-0.385351,2.324815,1.814305,0.912368,-0.828531,1.842842,-0.194639,-0.831296,1.769384,-0.260262,0.843362,2.534917,1.898231,0.887745,2.475324,1.861064,0.876741,2.527105,2.001725,2.351824,1.738477,0.907269,2.242655,1.803481,1.026219,1.948345,1.714041,-0.474731,-0.894824,1.691849,-0.175333
522,4.35,2.074963,1.718474,-0.367368,2.067199,1.611639,-0.380858,2.325173,1.816304,0.921297,-0.83121,1.849486,-0.190935,-0.831806,1.777472,-0.258041,0.835438,2.525505,1.900986,0.879077,2.466081,1.862973,0.868578,2.516037,2.004296,2.351373,1.740206,0.9154,2.241309,1.804682,1.033848,1.953441,1.715357,-0.470446,-0.894979,1.69615,-0.17694
523,4.358333,2.079891,1.719834,-0.363015,2.072109,1.612978,-0.376347,2.325424,1.818083,0.930394,-0.834262,1.855843,-0.187209,-0.832727,1.78522,-0.255938,0.826405,2.514908,1.904092,0.870055,2.455713,1.865121,0.860105,2.504218,2.006991,2.350795,1.741799,0.923625,2.239898,1.805683,1.041559,1.958517,1.716617,-0.466346,-0.894008,1.700339,-0.178465
524,4.366667,2.084745,1.721085,-0.358791,2.077035,1.614263,-0.372021,2.325372,1.819801,0.939695,-0.837591,1.861897,-0.183344,-0.833972,1.79292,-0.253722,0.816965,2.503174,1.907434,0.860414,2.444479,1.867527,0.851355,2.491531,2.009997,2.350065,1.743329,0.932004,2.238197,1.806314,1.049424,1.963695,1.717817,-0.462322,-0.894135,1.70421,-0.178825
525,4.375,2.089648,1.722243,-0.354692,2.081847,1.615312,-0.367751,2.325053,1.821286,0.949085,-0.841268,1.867639,-0.179462,-0.835301,1.800348,-0.251305,0.807121,2.49053,1.911273,0.850537,2.43241,1.870298,0.842625,2.477855,2.013364,2.349298,1.744785,0.940512,2.236184,1.806546,1.057304,1.968763,1.718797,-0.45851,-0.894815,1.709095,-0.17916
526,4.383333,2.094527,1.723244,-0.350733,2.086544,1.616359,-0.3634,2.32439,1.822642,0.958657,-0.845041,1.873007,-0.175613,-0.836397,1.80728,-0.248958,0.797514,2.476865,1.915244,0.840366,2.419739,1.87334,0.833986,2.463195,2.017059,2.348492,1.746142,0.949147,2.233767,1.806445,1.065191,1.974044,1.719816,-0.454695,-0.895441,1.713572,-0.179705
